lemma	gender	article	opposite_gender_word	source	notes
protobúlgaro	m	el		doozan/es-en.data	wiktionary-gender
protocerebro	m	el		doozan/es-en.data	wiktionary-gender
protociencia	f	la		doozan/es-en.data	wiktionary-gender
protocolización	f	la		doozan/es-en.data	wiktionary-gender
protocolo	m	el		doozan/es-en.data	wiktionary-gender
protocono	m	el		doozan/es-en.data	wiktionary-gender
protocooperación	f	la		doozan/es-en.data	wiktionary-gender
protodermis	f	la		doozan/es-en.data	wiktionary-gender
protodiácono	m	el		doozan/es-en.data	wiktionary-gender
protoelamita	m	el		doozan/es-en.data	wiktionary-gender
protoescritura	f	la		doozan/es-en.data	wiktionary-gender
protoeslavo	m	el		doozan/es-en.data	wiktionary-gender
protoestado	m	el		doozan/es-en.data	wiktionary-gender
protoestrella	f	la		doozan/es-en.data	wiktionary-gender
protoeuskera	m	el		doozan/es-en.data	wiktionary-gender
protoevangelio	m	el		doozan/es-en.data	wiktionary-gender
protofascista	mf	el/la		doozan/es-en.data	wiktionary-gender
protofilamento	m	el		doozan/es-en.data	wiktionary-gender
protofonema	m	el		doozan/es-en.data	wiktionary-gender
protoforma	f	la		doozan/es-en.data	wiktionary-gender
protogermánico	m	el		doozan/es-en.data	wiktionary-gender
protoginia	f	la		doozan/es-en.data	wiktionary-gender
protoglobalización	f	la		doozan/es-en.data	wiktionary-gender
protohistoria	f	la		doozan/es-en.data	wiktionary-gender
protohombre	m	el		doozan/es-en.data	wiktionary-gender
protoindustrialización	f	la		doozan/es-en.data	wiktionary-gender
protokartveliano	m	el		doozan/es-en.data	wiktionary-gender
protolengua	f	la		doozan/es-en.data	wiktionary-gender
protolenguaje	m	el		doozan/es-en.data	wiktionary-gender
protolito	m	el		doozan/es-en.data	wiktionary-gender
protologismo	m	el		doozan/es-en.data	wiktionary-gender
protomixtecano	m	el		doozan/es-en.data	wiktionary-gender
protomixteco	m	el		doozan/es-en.data	wiktionary-gender
protomártir	mf	el/la		doozan/es-en.data	wiktionary-gender
protomédico	m	el		doozan/es-en.data	wiktionary-gender
protonación	f	la		doozan/es-en.data	wiktionary-gender
protonefridio	m	el		doozan/es-en.data	wiktionary-gender
protonio	m	el		doozan/es-en.data	wiktionary-gender
protonotario	m	el		doozan/es-en.data	wiktionary-gender
protonórdico	m	el		doozan/es-en.data	wiktionary-gender
protooncogén	m	el		doozan/es-en.data	wiktionary-gender
protoplaneta	m	el		doozan/es-en.data	wiktionary-gender
protoplasma	m	el		doozan/es-en.data	wiktionary-gender
protoplasto	m	el		doozan/es-en.data	wiktionary-gender
protopluma	f	la		doozan/es-en.data	wiktionary-gender
protopodito	m	el		doozan/es-en.data	wiktionary-gender
protoporfirina	f	la		doozan/es-en.data	wiktionary-gender
protoquechua	m	el		doozan/es-en.data	wiktionary-gender
protorromance	m	el		doozan/es-en.data	wiktionary-gender
protosecuela	f	la		doozan/es-en.data	wiktionary-gender
protosemítico	m	el		doozan/es-en.data	wiktionary-gender
protostela	f	la		doozan/es-en.data	wiktionary-gender
protostomado	m	el		doozan/es-en.data	wiktionary-gender
protostégido	m	el		doozan/es-en.data	wiktionary-gender
prototipo	m	el		doozan/es-en.data	wiktionary-gender
protovasco	m	el		doozan/es-en.data	wiktionary-gender
protoxilema	m	el		doozan/es-en.data	wiktionary-gender
protozoario	m	el		doozan/es-en.data	wiktionary-gender
protozoo	m	el		doozan/es-en.data	wiktionary-gender
protrombina	f	la		doozan/es-en.data	wiktionary-gender
protrusión	f	la		doozan/es-en.data	wiktionary-gender
protuberancia	f	la		doozan/es-en.data	wiktionary-gender
protusión	f	la		doozan/es-en.data	wiktionary-gender
protésico	mf	el/la		doozan/es-en.data	wiktionary-gender
protólogo	m	el		doozan/es-en.data	wiktionary-gender
protón	m	el		doozan/es-en.data	wiktionary-gender
protónimo	m	el		doozan/es-en.data	wiktionary-gender
protórax	m	el		doozan/es-en.data	wiktionary-gender
protóstomo	m	el		doozan/es-en.data	wiktionary-gender
protóxido	m	el		doozan/es-en.data	wiktionary-gender
proudhonismo	m	el		doozan/es-en.data	wiktionary-gender
prouincia	f	la		doozan/es-en.data	wiktionary-gender
provecho	m	el		doozan/es-en.data	wiktionary-gender
proveedor	m	el		doozan/es-en.data	meta-f=+
proveeduría	f	la		doozan/es-en.data	wiktionary-gender
provención	f	la		doozan/es-en.data	wiktionary-gender
proveniencia	f	la		doozan/es-en.data	wiktionary-gender
provento	m	el		doozan/es-en.data	wiktionary-gender
provenzal	m	el		doozan/es-en.data	wiktionary-gender
proverbio	m	el		doozan/es-en.data	wiktionary-gender
provicario	m	el		doozan/es-en.data	wiktionary-gender
provida	mf	el/la		doozan/es-en.data	wiktionary-gender
providencia	f	la		doozan/es-en.data	wiktionary-gender
providencialista	mf	el/la		doozan/es-en.data	wiktionary-gender
provincia	f	la		doozan/es-en.data	wiktionary-gender
provincialismo	m	el		doozan/es-en.data	wiktionary-gender
provincialista	mf	el/la		doozan/es-en.data	wiktionary-gender
provincialización	f	la		doozan/es-en.data	wiktionary-gender
provincianismo	m	el		doozan/es-en.data	wiktionary-gender
provinciano	m	el	provinciana	doozan/es-en.data	meta-f=+
provirus	m	el		doozan/es-en.data	wiktionary-gender
provisionalidad	f	la		doozan/es-en.data	wiktionary-gender
provisión	f	la		doozan/es-en.data	wiktionary-gender
provisor	m	el		doozan/es-en.data	wiktionary-gender
provitamina	f	la		doozan/es-en.data	wiktionary-gender
provocación	f	la		doozan/es-en.data	wiktionary-gender
provocador	m	el		doozan/es-en.data	meta-f=+
proxeneta	mf	el/la		doozan/es-en.data	wiktionary-gender
proxenetismo	m	el		doozan/es-en.data	wiktionary-gender
proximidad	f	la		doozan/es-en.data	wiktionary-gender
proxémica	f	la		doozan/es-en.data	wiktionary-gender
proyeccionista	mf	el/la		doozan/es-en.data	wiktionary-gender
proyección	f	la		doozan/es-en.data	wiktionary-gender
proyectil	m	el		doozan/es-en.data	wiktionary-gender
proyectista	mf	el/la		doozan/es-en.data	wiktionary-gender
proyecto	m	el		doozan/es-en.data	wiktionary-gender
proyector	m	el		doozan/es-en.data	wiktionary-gender
proyihadista	mf	el/la		doozan/es-en.data	wiktionary-gender
prozac	m	el		doozan/es-en.data	wiktionary-gender
prudencia	f	la		doozan/es-en.data	wiktionary-gender
prueba	f	la		doozan/es-en.data	wiktionary-gender
pruebita	f	la		doozan/es-en.data	wiktionary-gender
pruina	f	la		doozan/es-en.data	wiktionary-gender
pruna	f	la		doozan/es-en.data	wiktionary-gender
prurito	m	el		doozan/es-en.data	wiktionary-gender
prusiano	m	el	prusiana	doozan/es-en.data	meta-f=+
prusiato	m	el		doozan/es-en.data	wiktionary-gender
prusio	m	el	prusia	doozan/es-en.data	meta-f=+
prusés	m	el		doozan/es-en.data	wiktionary-gender
prácrito	m	el		doozan/es-en.data	wiktionary-gender
práctica	f	la		doozan/es-en.data	wiktionary-gender
prédica	f	la		doozan/es-en.data	wiktionary-gender
prémium	m	el		doozan/es-en.data	wiktionary-gender
préstamo	m	el		doozan/es-en.data	wiktionary-gender
prímula	f	la		doozan/es-en.data	wiktionary-gender
príncipe	m	el		doozan/es-en.data	wiktionary-gender
prócer	m	el		doozan/es-en.data	wiktionary-gender
pródromo	m	el		doozan/es-en.data	wiktionary-gender
prófugo	m	el	prófuga	doozan/es-en.data	meta-f=+
prójima	f	la		doozan/es-en.data	wiktionary-gender
prójimo	m	el	prójima	doozan/es-en.data	meta-f=+
prólogo	m	el		doozan/es-en.data	wiktionary-gender
prórroga	f	la		doozan/es-en.data	wiktionary-gender
próstata	f	la		doozan/es-en.data	wiktionary-gender
próstilo	m	el		doozan/es-en.data	wiktionary-gender
prótasis	f	la		doozan/es-en.data	wiktionary-gender
prótesis	f	la		doozan/es-en.data	wiktionary-gender
ps	m	el		doozan/es-en.data	wiktionary-gender
psalmo	m	el		doozan/es-en.data	wiktionary-gender
psamita	f	la		doozan/es-en.data	wiktionary-gender
psamoma	m	el		doozan/es-en.data	wiktionary-gender
psamófilo	m	el		doozan/es-en.data	wiktionary-gender
psamófita	f	la		doozan/es-en.data	wiktionary-gender
psefología	f	la		doozan/es-en.data	wiktionary-gender
pseudoalcaloide	m	el		doozan/es-en.data	wiktionary-gender
pseudoaneurisma	m	el		doozan/es-en.data	wiktionary-gender
pseudoanglicismo	m	el		doozan/es-en.data	wiktionary-gender
pseudoartrosis	f	la		doozan/es-en.data	wiktionary-gender
pseudobulbo	m	el		doozan/es-en.data	wiktionary-gender
pseudocardenal	m	el		doozan/es-en.data	wiktionary-gender
pseudoceloma	m	el		doozan/es-en.data	wiktionary-gender
pseudocelomado	m	el		doozan/es-en.data	wiktionary-gender
pseudocereal	m	el		doozan/es-en.data	wiktionary-gender
pseudociencia	f	la		doozan/es-en.data	wiktionary-gender
pseudocientificismo	m	el		doozan/es-en.data	wiktionary-gender
pseudoclase	f	la		doozan/es-en.data	wiktionary-gender
pseudocolinesterasa	f	la		doozan/es-en.data	wiktionary-gender
pseudoconsulta	f	la		doozan/es-en.data	wiktionary-gender
pseudocopulación	f	la		doozan/es-en.data	wiktionary-gender
pseudocódigo	m	el		doozan/es-en.data	wiktionary-gender
pseudocúfico	m	el		doozan/es-en.data	wiktionary-gender
pseudodemocracia	f	la		doozan/es-en.data	wiktionary-gender
pseudodistancia	f	la		doozan/es-en.data	wiktionary-gender
pseudoefedrina	f	la		doozan/es-en.data	wiktionary-gender
pseudoelección	f	la		doozan/es-en.data	wiktionary-gender
pseudoelemento	m	el		doozan/es-en.data	wiktionary-gender
pseudoesfera	f	la		doozan/es-en.data	wiktionary-gender
pseudoestepa	f	la		doozan/es-en.data	wiktionary-gender
pseudoestípula	f	la		doozan/es-en.data	wiktionary-gender
pseudofestival	m	el		doozan/es-en.data	wiktionary-gender
pseudofunción	f	la		doozan/es-en.data	wiktionary-gender
pseudogota	f	la		doozan/es-en.data	wiktionary-gender
pseudogén	m	el		doozan/es-en.data	wiktionary-gender
pseudohermafrodita	mf	el/la		doozan/es-en.data	wiktionary-gender
pseudohermafroditismo	m	el		doozan/es-en.data	wiktionary-gender
pseudohipoparatiroidismo	m	el		doozan/es-en.data	wiktionary-gender
pseudohistoria	f	la		doozan/es-en.data	wiktionary-gender
pseudoinversa	f	la		doozan/es-en.data	wiktionary-gender
pseudomembrana	f	la		doozan/es-en.data	wiktionary-gender
pseudomorfismo	m	el		doozan/es-en.data	wiktionary-gender
pseudomorfosis	f	la		doozan/es-en.data	wiktionary-gender
pseudoobstrucción	f	la		doozan/es-en.data	wiktionary-gender
pseudopaciente	mf	el/la		doozan/es-en.data	wiktionary-gender
pseudoperiodista	mf	el/la		doozan/es-en.data	wiktionary-gender
pseudopseudohipoparatiroidismo	m	el		doozan/es-en.data	wiktionary-gender
pseudopulgar	m	el		doozan/es-en.data	wiktionary-gender
pseudoquiste	m	el		doozan/es-en.data	wiktionary-gender
pseudorrotación	f	la		doozan/es-en.data	wiktionary-gender
pseudosindicato	m	el		doozan/es-en.data	wiktionary-gender
pseudosuquio	m	el		doozan/es-en.data	wiktionary-gender
pseudotallo	m	el		doozan/es-en.data	wiktionary-gender
pseudotecnología	f	la		doozan/es-en.data	wiktionary-gender
pseudotentáculo	m	el		doozan/es-en.data	wiktionary-gender
pseudoterapia	f	la		doozan/es-en.data	wiktionary-gender
pseudotolerancia	f	la		doozan/es-en.data	wiktionary-gender
pseudovitamina	f	la		doozan/es-en.data	wiktionary-gender
pseudónimo	m	el		doozan/es-en.data	wiktionary-gender
pseudópodo	m	el		doozan/es-en.data	wiktionary-gender
psi	f	la		doozan/es-en.data	wiktionary-gender
psicastenia	f	la		doozan/es-en.data	wiktionary-gender
psicoacústica	f	la		doozan/es-en.data	wiktionary-gender
psicoanalista	mf	el/la		doozan/es-en.data	wiktionary-gender
psicoanálisis	m	el		doozan/es-en.data	wiktionary-gender
psicobiología	f	la		doozan/es-en.data	wiktionary-gender
psicobiólogo	m	el	psicobióloga	doozan/es-en.data	meta-f=+
psicobiótico	m	el		doozan/es-en.data	wiktionary-gender
psicobloc	m	el		doozan/es-en.data	wiktionary-gender
psicodelia	f	la		doozan/es-en.data	wiktionary-gender
psicodrama	m	el		doozan/es-en.data	wiktionary-gender
psicoeducación	f	la		doozan/es-en.data	wiktionary-gender
psicoestimulante	m	el		doozan/es-en.data	wiktionary-gender
psicofarmacología	f	la		doozan/es-en.data	wiktionary-gender
psicofisiología	f	la		doozan/es-en.data	wiktionary-gender
psicofonía	f	la		doozan/es-en.data	wiktionary-gender
psicofármaco	m	el		doozan/es-en.data	wiktionary-gender
psicografía	f	la		doozan/es-en.data	wiktionary-gender
psicogénesis	f	la		doozan/es-en.data	wiktionary-gender
psicohistoria	f	la		doozan/es-en.data	wiktionary-gender
psicolingüística	f	la		doozan/es-en.data	wiktionary-gender
psicologismo	m	el		doozan/es-en.data	wiktionary-gender
psicologista	mf	el/la		doozan/es-en.data	wiktionary-gender
psicología	f	la		doozan/es-en.data	wiktionary-gender
psicometría	f	la		doozan/es-en.data	wiktionary-gender
psicomotricidad	f	la		doozan/es-en.data	wiktionary-gender
psicomotricista	mf	el/la		doozan/es-en.data	wiktionary-gender
psiconeurosis	f	la		doozan/es-en.data	wiktionary-gender
psicooncología	f	la		doozan/es-en.data	wiktionary-gender
psicooncóloga	f	la	psicooncólogo	doozan/es-en.data	meta-m=+
psicopatología	f	la		doozan/es-en.data	wiktionary-gender
psicopatía	f	la		doozan/es-en.data	wiktionary-gender
psicopatólogo	m	el	psicopatóloga	doozan/es-en.data	meta-f=+
psicopedagoga	mf	el/la		doozan/es-en.data	wiktionary-gender
psicopedagogo	m	el	psicopedagoga	doozan/es-en.data	meta-f=+
psicopedagogía	f	la		doozan/es-en.data	wiktionary-gender
psicopolítica	f	la		doozan/es-en.data	wiktionary-gender
psicopompo	m	el		doozan/es-en.data	wiktionary-gender
psicoquinesis	f	la		doozan/es-en.data	wiktionary-gender
psicosa	f	la		doozan/es-en.data	wiktionary-gender
psicosis	f	la		doozan/es-en.data	wiktionary-gender
psicosociología	f	la		doozan/es-en.data	wiktionary-gender
psicostasis	f	la		doozan/es-en.data	wiktionary-gender
psicoterapeuta	mf	el/la		doozan/es-en.data	wiktionary-gender
psicoterapia	f	la		doozan/es-en.data	wiktionary-gender
psicoterror	m	el		doozan/es-en.data	wiktionary-gender
psicotrónica	f	la		doozan/es-en.data	wiktionary-gender
psicroplaneta	m	el		doozan/es-en.data	wiktionary-gender
psicrómetro	m	el		doozan/es-en.data	wiktionary-gender
psicólogo	m	el	psicóloga	doozan/es-en.data	meta-f=+
psicópata	mf	el/la		doozan/es-en.data	wiktionary-gender
psilocibina	f	la		doozan/es-en.data	wiktionary-gender
psilocina	f	la		doozan/es-en.data	wiktionary-gender
psilotácea	f	la		doozan/es-en.data	wiktionary-gender
psique	f	la		doozan/es-en.data	wiktionary-gender
psiquiatra	mf	el/la		doozan/es-en.data	wiktionary-gender
psiquiatría	f	la		doozan/es-en.data	wiktionary-gender
psiquis	f	la		doozan/es-en.data	wiktionary-gender
psiquismo	m	el		doozan/es-en.data	wiktionary-gender
psiquiátrico	m	el		doozan/es-en.data	wiktionary-gender
psitaciforme	m	el		doozan/es-en.data	wiktionary-gender
psitacosaurio	m	el		doozan/es-en.data	wiktionary-gender
psitácido	m	el		doozan/es-en.data	wiktionary-gender
psiónica	f	la		doozan/es-en.data	wiktionary-gender
psoas	m	el		doozan/es-en.data	wiktionary-gender
psocóptero	m	el		doozan/es-en.data	wiktionary-gender
psoraleno	m	el		doozan/es-en.data	wiktionary-gender
psoriasis	f	la		doozan/es-en.data	wiktionary-gender
psuvista	mf	el/la		doozan/es-en.data	wiktionary-gender
pta	f	la		doozan/es-en.data	wiktionary-gender
ptas	f	la		doozan/es-en.data	wiktionary-gender
pteranodóntido	m	el		doozan/es-en.data	wiktionary-gender
pteridina	f	la		doozan/es-en.data	wiktionary-gender
pteridofita	f	la		doozan/es-en.data	wiktionary-gender
pteridofito	m	el		doozan/es-en.data	wiktionary-gender
pteridología	f	la		doozan/es-en.data	wiktionary-gender
pteridosperma	f	la		doozan/es-en.data	wiktionary-gender
pteridófita	f	la		doozan/es-en.data	wiktionary-gender
pteridófito	m	el		doozan/es-en.data	wiktionary-gender
pteridólogo	m	el	pteridóloga	doozan/es-en.data	meta-f=+
pterigión	m	el		doozan/es-en.data	wiktionary-gender
pterigoide	m	el		doozan/es-en.data	wiktionary-gender
pterigoideo	m	el		doozan/es-en.data	wiktionary-gender
pterigopodio	m	el		doozan/es-en.data	wiktionary-gender
pterión	m	el		doozan/es-en.data	wiktionary-gender
pterodactiloide	m	el		doozan/es-en.data	wiktionary-gender
pterodáctilo	m	el		doozan/es-en.data	wiktionary-gender
pteroestilbeno	m	el		doozan/es-en.data	wiktionary-gender
pteroide	m	el		doozan/es-en.data	wiktionary-gender
pterosaurio	m	el		doozan/es-en.data	wiktionary-gender
pterostigma	m	el		doozan/es-en.data	wiktionary-gender
pto	m	el		doozan/es-en.data	wiktionary-gender
ptos	m	el		doozan/es-en.data	wiktionary-gender
ptosis	f	la		doozan/es-en.data	wiktionary-gender
ptto	m	el		doozan/es-en.data	wiktionary-gender
pua	m	el		doozan/es-en.data	wiktionary-gender
puaj	m	el		doozan/es-en.data	wiktionary-gender
pub	m	el		doozan/es-en.data	wiktionary-gender
pubalgia	f	la		doozan/es-en.data	wiktionary-gender
pubertad	f	la		doozan/es-en.data	wiktionary-gender
puberto	m	el	puberta	doozan/es-en.data	meta-f=+
pubescencia	f	la		doozan/es-en.data	wiktionary-gender
pubis	m	el		doozan/es-en.data	wiktionary-gender
publi	f	la		doozan/es-en.data	wiktionary-gender
publicación	f	la		doozan/es-en.data	wiktionary-gender
publicador	m	el		doozan/es-en.data	meta-f=+
publicano	m	el		doozan/es-en.data	wiktionary-gender
publicidad	f	la		doozan/es-en.data	wiktionary-gender
publicista	mf	el/la		doozan/es-en.data	wiktionary-gender
publicitario	m	el	publicitaria	doozan/es-en.data	meta-f=+
publimosca	f	la		doozan/es-en.data	wiktionary-gender
publirrelacionista	mf	el/la		doozan/es-en.data	wiktionary-gender
publirreportaje	m	el		doozan/es-en.data	wiktionary-gender
pucacunga	f	la		doozan/es-en.data	wiktionary-gender
pucallpa	f	la		doozan/es-en.data	wiktionary-gender
pucara	m	el		doozan/es-en.data	wiktionary-gender
pucará	m	el		doozan/es-en.data	wiktionary-gender
pucelano	m	el	pucelana	doozan/es-en.data	meta-f=+
pucha	f	la		doozan/es-en.data	wiktionary-gender
pucherazo	m	el		doozan/es-en.data	wiktionary-gender
pucherillo	m	el		doozan/es-en.data	wiktionary-gender
pucherito	m	el		doozan/es-en.data	wiktionary-gender
puchero	m	el		doozan/es-en.data	wiktionary-gender
puches	m	el		doozan/es-en.data	wiktionary-gender
puchista	mf	el/la		doozan/es-en.data	wiktionary-gender
puchita	f	la		doozan/es-en.data	wiktionary-gender
puchito	m	el		doozan/es-en.data	wiktionary-gender
pucho	m	el		doozan/es-en.data	wiktionary-gender
puchunguito	m	el	puchunguita	doozan/es-en.data	meta-f=+
pucta	f	la		doozan/es-en.data	wiktionary-gender
pucté	m	el		doozan/es-en.data	wiktionary-gender
pucuyo	m	el		doozan/es-en.data	wiktionary-gender
pudding	m	el		doozan/es-en.data	wiktionary-gender
pudelación	f	la		doozan/es-en.data	wiktionary-gender
pudelado	m	el		doozan/es-en.data	wiktionary-gender
pudendo	m	el		doozan/es-en.data	wiktionary-gender
pudibundez	f	la		doozan/es-en.data	wiktionary-gender
pudin	m	el		doozan/es-en.data	wiktionary-gender
pudor	m	el		doozan/es-en.data	wiktionary-gender
pudrición	f	la		doozan/es-en.data	wiktionary-gender
pudridero	m	el		doozan/es-en.data	wiktionary-gender
pudrimiento	m	el		doozan/es-en.data	wiktionary-gender
pudín	m	el		doozan/es-en.data	wiktionary-gender
pudú	m	el		doozan/es-en.data	wiktionary-gender
puebla	f	la		doozan/es-en.data	wiktionary-gender
pueblada	f	la		doozan/es-en.data	wiktionary-gender
pueblecillo	m	el		doozan/es-en.data	wiktionary-gender
pueblecito	m	el		doozan/es-en.data	wiktionary-gender
pueblerino	m	el	pueblerina	doozan/es-en.data	meta-f=+
pueblero	m	el	pueblera	doozan/es-en.data	meta-f=+
pueblito	m	el		doozan/es-en.data	wiktionary-gender
pueblo	m	el		doozan/es-en.data	wiktionary-gender
pueblucho	m	el		doozan/es-en.data	wiktionary-gender
puela	f	la		doozan/es-en.data	wiktionary-gender
puelada	f	la		doozan/es-en.data	wiktionary-gender
puelar	m	el		doozan/es-en.data	wiktionary-gender
puelche	mf	el/la		doozan/es-en.data	wiktionary-gender
puente	m	el		doozan/es-en.data	wiktionary-gender
puentecilla	f	la		doozan/es-en.data	wiktionary-gender
puentecillo	m	el		doozan/es-en.data	wiktionary-gender
puentecito	m	el		doozan/es-en.data	wiktionary-gender
puenting	m	el		doozan/es-en.data	wiktionary-gender
puentismo	m	el		doozan/es-en.data	wiktionary-gender
puerca	f	la		doozan/es-en.data	wiktionary-gender
puerco	m	el	puerca	doozan/es-en.data	meta-f=+
puercoespín	m	el		doozan/es-en.data	wiktionary-gender
puericia	f	la		doozan/es-en.data	wiktionary-gender
puericultor	m	el		doozan/es-en.data	meta-f=+
puericultorio	m	el		doozan/es-en.data	wiktionary-gender
puericultura	f	la		doozan/es-en.data	wiktionary-gender
puerilidad	f	la		doozan/es-en.data	wiktionary-gender
puerperio	m	el		doozan/es-en.data	wiktionary-gender
puerqueza	f	la		doozan/es-en.data	wiktionary-gender
puerquito	m	el	puerquita	doozan/es-en.data	meta-f=+
puerro	m	el		doozan/es-en.data	wiktionary-gender
puerta	f	la		doozan/es-en.data	wiktionary-gender
puertazo	m	el		doozan/es-en.data	wiktionary-gender
puertecilla	f	la		doozan/es-en.data	wiktionary-gender
puertecillo	m	el		doozan/es-en.data	wiktionary-gender
puertecita	f	la		doozan/es-en.data	wiktionary-gender
puertezuela	f	la		doozan/es-en.data	wiktionary-gender
puertita	f	la		doozan/es-en.data	wiktionary-gender
puerto	m	el		doozan/es-en.data	wiktionary-gender
puertomontino	m	el	puertomontina	doozan/es-en.data	meta-f=+
puertorriqueño	m	el	puertorriqueña	doozan/es-en.data	meta-f=+
puesta	f	la		doozan/es-en.data	wiktionary-gender
puestazo	m	el		doozan/es-en.data	wiktionary-gender
puestecillo	m	el		doozan/es-en.data	wiktionary-gender
puestero	m	el	puestera	doozan/es-en.data	meta-f=+
puestito	m	el		doozan/es-en.data	wiktionary-gender
puesto	m	el		doozan/es-en.data	wiktionary-gender
puevlo	m	el		doozan/es-en.data	wiktionary-gender
puf	f	la		doozan/es-en.data	wiktionary-gender
puf	m	el		doozan/es-en.data	wiktionary-gender
pufero	m	el	pufera	doozan/es-en.data	meta-f=+
pufo	m	el		doozan/es-en.data	wiktionary-gender
pugilato	m	el		doozan/es-en.data	wiktionary-gender
pugilismo	m	el		doozan/es-en.data	wiktionary-gender
pugilista	mf	el/la		doozan/es-en.data	wiktionary-gender
pugna	f	la		doozan/es-en.data	wiktionary-gender
pugnacidad	f	la		doozan/es-en.data	wiktionary-gender
puja	f	la		doozan/es-en.data	wiktionary-gender
pujacante	m	el		doozan/es-en.data	wiktionary-gender
pujador	m	el		doozan/es-en.data	meta-f=+
pujamen	m	el		doozan/es-en.data	wiktionary-gender
pujanza	f	la		doozan/es-en.data	wiktionary-gender
pujo	m	el		doozan/es-en.data	wiktionary-gender
pujolismo	m	el		doozan/es-en.data	wiktionary-gender
pujolista	mf	el/la		doozan/es-en.data	wiktionary-gender
pularda	f	la		doozan/es-en.data	wiktionary-gender
pulcritud	f	la		doozan/es-en.data	wiktionary-gender
pulg	f	la		doozan/es-en.data	wiktionary-gender
pulga	f	la		doozan/es-en.data	wiktionary-gender
pulgada	f	la		doozan/es-en.data	wiktionary-gender
pulgar	m	el		doozan/es-en.data	wiktionary-gender
pulguita	f	la		doozan/es-en.data	wiktionary-gender
pulgón	m	el		doozan/es-en.data	wiktionary-gender
pulidor	m	el		doozan/es-en.data	wiktionary-gender
pulidora	f	la		doozan/es-en.data	wiktionary-gender
pulimento	m	el		doozan/es-en.data	wiktionary-gender
pulimiento	m	el		doozan/es-en.data	wiktionary-gender
pulla	f	la		doozan/es-en.data	wiktionary-gender
pullés	m	el		doozan/es-en.data	meta-f=+
pulmonado	m	el		doozan/es-en.data	wiktionary-gender
pulmonía	f	la		doozan/es-en.data	wiktionary-gender
pulmonólogo	m	el	pulmonóloga	doozan/es-en.data	meta-f=+
pulmotor	m	el		doozan/es-en.data	wiktionary-gender
pulmón	m	el		doozan/es-en.data	wiktionary-gender
pulpa	f	la		doozan/es-en.data	wiktionary-gender
pulpectomía	f	la		doozan/es-en.data	wiktionary-gender
pulpejo	m	el		doozan/es-en.data	wiktionary-gender
pulpero	m	el	pulpera	doozan/es-en.data	meta-f=+
pulpería	f	la		doozan/es-en.data	wiktionary-gender
pulpito	m	el		doozan/es-en.data	wiktionary-gender
pulpo	m	el		doozan/es-en.data	wiktionary-gender
pulpotomía	f	la		doozan/es-en.data	wiktionary-gender
pulque	m	el		doozan/es-en.data	wiktionary-gender
pulquero	m	el	pulquera	doozan/es-en.data	meta-f=+
pulquería	f	la		doozan/es-en.data	wiktionary-gender
pulsación	f	la		doozan/es-en.data	wiktionary-gender
pulsado	m	el		doozan/es-en.data	wiktionary-gender
pulsador	m	el		doozan/es-en.data	wiktionary-gender
pulseada	f	la		doozan/es-en.data	wiktionary-gender
pulsera	f	la		doozan/es-en.data	wiktionary-gender
pulserita	f	la		doozan/es-en.data	wiktionary-gender
pulsimetro	m	el		doozan/es-en.data	wiktionary-gender
pulsioximetría	f	la		doozan/es-en.data	wiktionary-gender
pulsioxímetro	m	el		doozan/es-en.data	wiktionary-gender
pulsión	f	la		doozan/es-en.data	wiktionary-gender
pulso	m	el		doozan/es-en.data	wiktionary-gender
pulsorreactor	m	el		doozan/es-en.data	wiktionary-gender
pulsímetro	m	el		doozan/es-en.data	wiktionary-gender
pulsómetro	m	el		doozan/es-en.data	wiktionary-gender
pululación	f	la		doozan/es-en.data	wiktionary-gender
pululano	m	el		doozan/es-en.data	wiktionary-gender
pulverización	f	la		doozan/es-en.data	wiktionary-gender
pulverizador	m	el		doozan/es-en.data	wiktionary-gender
pulverizadora	f	la		doozan/es-en.data	wiktionary-gender
pulvinar	m	el		doozan/es-en.data	wiktionary-gender
pulvínulo	m	el		doozan/es-en.data	wiktionary-gender
pulóver	m	el		doozan/es-en.data	wiktionary-gender
puma	m	el		doozan/es-en.data	wiktionary-gender
pumita	f	la		doozan/es-en.data	wiktionary-gender
pun	m	el		doozan/es-en.data	wiktionary-gender
puna	f	la		doozan/es-en.data	wiktionary-gender
punch	m	el		doozan/es-en.data	wiktionary-gender
punchline	m	el		doozan/es-en.data	wiktionary-gender
punción	f	la		doozan/es-en.data	wiktionary-gender
pundonor	m	el		doozan/es-en.data	wiktionary-gender
puneño	m	el	puneña	doozan/es-en.data	meta-f=+
pungencia	f	la		doozan/es-en.data	wiktionary-gender
punibilidad	f	la		doozan/es-en.data	wiktionary-gender
punición	f	la		doozan/es-en.data	wiktionary-gender
punitivismo	m	el		doozan/es-en.data	wiktionary-gender
punk	m	el		doozan/es-en.data	wiktionary-gender
punketo	m	el	punketa	doozan/es-en.data	meta-f=+
punki	mf	el/la		doozan/es-en.data	wiktionary-gender
punsch	m	el		doozan/es-en.data	wiktionary-gender
punta	f	la		doozan/es-en.data	wiktionary-gender
puntación	f	la		doozan/es-en.data	wiktionary-gender
puntada	f	la		doozan/es-en.data	wiktionary-gender
puntaesteño	m	el	puntaesteña	doozan/es-en.data	meta-f=+
puntaje	m	el		doozan/es-en.data	wiktionary-gender
